OBJECTID,GEOID,B25001e1,B25001m1,B25002e1,B25002m1,B25002e3,B25002m3,B25003e3,B25003m3,B25004e1,B25004m1,B25004e3,B25004m3,B25004e6,B25004m6,B25004e7,B25004m7
"1",14000US47001020100,1806,100,1806,100,296,110,1112,154,296,110,0,12,24,38,0,12
"2",14000US47001020201,1899,87,1899,87,187,108,579,116,187,108,54,59,38,50,0,12
"3",14000US47001020202,2074,67,2074,67,343,144,618,142,343,144,0,12,0,12,0,12
"4",14000US47001020300,1760,63,1760,63,274,107,377,101,274,107,0,12,27,42,0,12
"5",14000US47001020400,2287,104,2287,104,410,161,713,223,410,161,0,12,0,12,0,12
"6",14000US47001020500,1748,100,1748,100,314,106,704,123,314,106,0,12,0,12,0,12
"7",14000US47001020600,1021,48,1021,48,104,45,169,56,104,45,0,12,28,31,0,12
"8",14000US47001020700,740,66,740,66,169,65,83,47,169,65,0,12,10,15,0,12
"9",14000US47001020800,2122,134,2122,134,234,114,667,178,234,114,16,21,61,72,0,12
"10",14000US47001020901,2807,137,2807,137,587,175,418,133,587,175,0,17,155,110,0,17
"11",14000US47001020902,2641,134,2641,134,182,130,415,169,182,130,0,17,0,17,0,17
"12",14000US47001021000,2626,153,2626,153,122,105,631,208,122,105,0,17,0,17,0,17
"13",14000US47001021100,1811,84,1811,84,162,81,282,107,162,81,20,32,0,12,0,12
"14",14000US47001021201,2073,112,2073,112,182,94,362,107,182,94,0,17,30,48,0,17
"15",14000US47001021202,2941,173,2941,173,385,181,1691,240,385,181,42,68,56,76,0,17
"16",14000US47001021301,1596,69,1596,69,235,93,286,114,235,93,0,12,0,12,0,12
"17",14000US47001021302,3019,165,3019,165,244,109,688,212,244,109,0,17,0,17,0,17
"18",14000US47001980100,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
"19",14000US47003950100,1653,94,1653,94,127,81,191,77,127,81,0,12,36,44,0,12
"20",14000US47003950200,2935,116,2935,116,358,154,459,167,358,154,0,17,47,73,0,17
"21",14000US47003950300,1543,108,1543,108,250,102,196,97,250,102,0,12,28,43,0,12
"22",14000US47003950401,2046,98,2046,98,177,101,528,104,177,101,0,17,23,36,0,17
"23",14000US47003950402,2836,129,2836,129,233,141,1241,200,233,141,0,17,0,17,0,17
"24",14000US47003950500,2539,118,2539,118,337,166,951,203,337,166,0,17,0,17,0,17
"25",14000US47003950600,3003,134,3003,134,384,172,1483,213,384,172,40,64,39,65,0,17
"26",14000US47003950700,1236,80,1236,80,107,57,223,105,107,57,5,11,0,12,0,12
"27",14000US47003950800,1342,72,1342,72,131,62,84,57,131,62,0,12,0,12,0,12
"28",14000US47005963000,2118,104,2118,104,703,129,161,59,703,129,6,9,511,121,0,12
"29",14000US47005963100,1864,107,1864,107,511,104,336,138,511,104,0,12,210,91,0,12
"30",14000US47005963200,1335,88,1335,88,475,106,138,54,475,106,0,12,129,58,0,12
"31",14000US47005963300,1794,132,1794,132,243,110,661,126,243,110,0,12,30,48,0,12
"32",14000US47005963400,2004,107,2004,107,421,122,252,88,421,122,0,12,57,45,0,12
"33",14000US47007953000,1646,122,1646,122,278,107,291,120,278,107,0,12,129,82,0,12
"34",14000US47007953100,2491,135,2491,135,279,91,781,158,279,91,0,17,78,66,0,17
"35",14000US47007953200,1626,118,1626,118,312,104,210,79,312,104,0,12,82,64,0,12
"36",14000US47009010100,1310,120,1310,120,185,104,504,118,185,104,0,12,0,12,0,12
"37",14000US47009010200,2775,167,2775,167,134,110,740,171,134,110,34,55,0,17,0,17
"38",14000US47009010301,3004,140,3004,140,443,186,1494,211,443,186,131,119,107,103,0,17
"39",14000US47009010302,1608,123,1608,123,152,65,375,111,152,65,0,12,48,38,0,12
"40",14000US47009010400,1405,77,1405,77,170,71,246,79,170,71,10,16,14,13,0,12
"41",14000US47009010500,1407,100,1407,100,115,76,674,134,115,76,0,12,23,38,0,12
"42",14000US47009010600,1637,73,1637,73,193,97,657,117,193,97,0,12,67,58,0,12
"43",14000US47009010700,1998,123,1998,123,195,100,515,137,195,100,28,44,24,36,0,17
"44",14000US47009010800,1412,74,1412,74,179,89,530,109,179,89,32,49,43,46,0,12
"45",14000US47009010900,2748,99,2748,99,316,153,404,139,316,153,38,59,0,17,0,17
"46",14000US47009011001,2629,123,2629,123,378,175,640,187,378,175,0,17,67,76,0,17
"47",14000US47009011002,1868,70,1868,70,173,81,133,60,173,81,0,12,59,63,0,12
"48",14000US47009011101,2246,52,2246,52,236,133,311,126,236,133,14,23,52,82,0,17
"49",14000US47009011102,3571,114,3571,114,188,134,528,137,188,134,0,17,95,103,0,17
"50",14000US47009011200,4235,104,4235,104,479,206,1665,251,479,206,49,80,46,73,0,17
"51",14000US47009011301,2351,109,2351,109,136,99,305,135,136,99,0,17,54,66,0,17
"52",14000US47009011302,2353,100,2353,100,205,123,314,126,205,123,0,17,73,55,0,17
"53",14000US47009011401,1236,55,1236,55,495,63,153,51,495,63,8,14,388,67,0,12
"54",14000US47009011402,3014,85,3014,85,1185,139,271,72,1185,139,0,12,993,147,0,12
"55",14000US47009011501,898,34,898,34,204,51,55,28,204,51,0,12,63,42,0,12
"56",14000US47009011502,1836,102,1836,102,245,85,242,92,245,85,0,12,24,39,0,12
"57",14000US47009011503,2960,110,2960,110,339,144,339,163,339,144,0,17,58,70,0,17
"58",14000US47009011602,3845,158,3845,158,271,118,623,211,271,118,0,17,40,64,0,17
"59",14000US47009011603,2025,82,2025,82,189,67,273,85,189,67,0,12,8,13,0,12
"60",14000US47009011604,1613,72,1613,72,71,48,336,99,71,48,0,12,23,36,0,12
"61",14000US47009011605,1706,62,1706,62,265,90,98,52,265,90,0,12,179,82,0,12
"62",14000US47009980100,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
"63",14000US47009980200,19,16,19,16,11,18,4,7,11,18,0,12,11,18,0,12
"64",14000US47011010100,1974,117,1974,117,79,96,855,146,79,96,0,17,0,17,0,17
"65",14000US47011010200,2708,139,2708,139,240,153,1381,172,240,153,71,74,34,55,0,17
"66",14000US47011010300,1268,76,1268,76,203,88,687,105,203,88,0,12,36,44,0,12
"67",14000US47011010400,1232,95,1232,95,162,92,826,135,162,92,0,12,0,12,0,12
"68",14000US47011010500,1199,79,1199,79,150,77,760,101,150,77,22,35,0,12,0,12
"69",14000US47011010600,1461,79,1461,79,123,78,735,101,123,78,0,12,0,12,0,12
"70",14000US47011010700,1929,124,1929,124,134,92,1136,174,134,92,0,12,0,12,0,12
"71",14000US47011010800,1403,108,1403,108,202,108,727,133,202,108,54,61,31,47,0,12
"72",14000US47011010900,1334,76,1334,76,139,87,254,103,139,87,0,12,0,12,0,12
"73",14000US47011011000,2567,120,2567,120,164,138,670,179,164,138,0,17,0,17,0,17
"74",14000US47011011100,3991,130,3991,130,279,146,799,239,279,146,0,17,0,17,0,17
"75",14000US47011011201,2822,105,2822,105,206,150,580,165,206,150,0,17,0,17,0,17
"76",14000US47011011202,3925,150,3925,150,294,188,1060,213,294,188,43,67,0,17,0,17
"77",14000US47011011300,3339,122,3339,122,178,121,560,176,178,121,0,17,0,17,0,17
"78",14000US47011011401,3410,117,3410,117,185,112,555,165,185,112,0,17,16,26,0,17
"79",14000US47011011402,1217,79,1217,79,131,74,580,117,131,74,0,12,0,12,0,12
"80",14000US47011011500,3644,149,3644,149,211,121,803,263,211,121,0,17,38,62,0,17
"81",14000US47011011601,2131,99,2131,99,263,107,488,131,263,107,0,12,9,14,0,12
"82",14000US47011011602,2182,93,2182,93,201,107,394,124,201,107,14,22,17,26,0,17
"83",14000US47013950100,1530,101,1530,101,197,85,194,89,197,85,0,12,0,12,0,12
"84",14000US47013950200,1255,67,1255,67,240,77,528,100,240,77,0,12,14,12,0,12
"85",14000US47013950300,857,65,857,65,106,55,227,68,106,55,0,12,7,10,0,12
"86",14000US47013950400,2406,141,2406,141,598,147,607,154,598,147,0,12,263,115,0,12
"87",14000US47013950500,2595,93,2595,93,388,139,811,176,388,139,9,16,74,94,0,17
"88",14000US47013950600,2212,184,2212,184,415,130,1063,172,415,130,35,47,0,12,0,12
"89",14000US47013950700,2283,154,2283,154,373,154,695,136,373,154,20,33,19,30,0,12
"90",14000US47013950800,1271,108,1271,108,240,94,96,53,240,94,0,12,179,98,0,12
"91",14000US47013950900,2069,100,2069,100,823,162,349,125,823,162,0,12,571,139,0,12
"92",14000US47013951000,1451,72,1451,72,428,91,227,98,428,91,0,12,303,88,0,12
"93",14000US47013951100,3041,113,3041,113,970,196,369,150,970,196,0,17,436,175,0,17
"94",14000US47015960100,1730,106,1730,106,192,78,362,89,192,78,0,12,44,48,0,12
"95",14000US47015960200,2913,155,2913,155,339,140,828,155,339,140,0,17,22,36,0,17
"96",14000US47015960300,1489,91,1489,91,113,79,195,80,113,79,0,12,26,41,0,12
"97",14000US47017962000,2002,93,2002,93,407,90,450,78,407,90,20,27,50,50,0,12
"98",14000US47017962100,2948,230,2948,230,558,181,634,168,558,181,0,17,77,83,0,17
"99",14000US47017962201,1657,99,1657,99,261,118,356,101,261,118,0,12,0,12,0,12
"100",14000US47017962202,2173,141,2173,141,340,106,702,130,340,106,21,36,23,36,0,17
"101",14000US47017962300,2177,137,2177,137,300,105,399,106,300,105,10,15,4,7,4,7
"102",14000US47017962400,1237,94,1237,94,190,84,240,91,190,84,0,12,23,36,0,12
"103",14000US47017962500,1063,60,1063,60,239,62,169,57,239,62,0,12,40,32,0,12
"104",14000US47017980100,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
"105",14000US47019070100,925,67,925,67,150,69,348,66,150,69,0,12,26,30,0,12
"106",14000US47019070200,1709,109,1709,109,159,95,642,124,159,95,26,42,26,40,0,12
"107",14000US47019070300,2579,153,2579,153,253,162,841,173,253,162,50,77,0,17,0,17
"108",14000US47019070400,975,64,975,64,106,62,297,64,106,62,0,12,0,12,0,12
"109",14000US47019070500,2012,83,2012,83,265,106,316,103,265,106,26,41,36,46,0,12
"110",14000US47019070600,1226,92,1226,92,128,98,287,110,128,98,0,12,0,12,0,12
"111",14000US47019070700,1674,79,1674,79,236,98,272,102,236,98,0,12,51,49,0,12
"112",14000US47019070800,1562,89,1562,89,209,108,639,111,209,108,28,44,32,51,0,12
"113",14000US47019070900,1373,86,1373,86,164,87,542,118,164,87,50,52,0,12,0,12
"114",14000US47019071000,1492,66,1492,66,248,84,481,114,248,84,23,36,0,12,0,12
"115",14000US47019071100,833,50,833,50,147,39,123,51,147,39,0,12,41,36,0,12
"116",14000US47019071200,1876,89,1876,89,214,88,569,122,214,88,0,12,0,12,0,12
"117",14000US47019071300,3734,124,3734,124,446,180,857,197,446,180,0,17,58,72,0,17
"118",14000US47019071400,1768,90,1768,90,323,102,316,94,323,102,12,20,82,67,0,12
"119",14000US47019071500,1244,76,1244,76,283,93,113,60,283,93,0,12,142,81,0,12
"120",14000US47019071600,1136,59,1136,59,460,70,158,57,460,70,0,12,219,75,0,12
"121",14000US47019071700,2055,103,2055,103,598,129,145,71,598,129,0,12,399,117,0,12
"122",14000US47021070102,1685,90,1685,90,183,89,237,84,183,89,0,12,0,12,0,12
"123",14000US47021070103,1483,71,1483,71,93,65,434,115,93,65,0,12,0,12,0,12
"124",14000US47021070104,2496,122,2496,122,172,123,841,177,172,123,43,69,18,28,0,17
"125",14000US47021070201,1645,106,1645,106,58,67,347,119,58,67,0,12,0,12,0,12
"126",14000US47021070202,2178,86,2178,86,163,106,323,130,163,106,0,17,28,44,0,17
"127",14000US47021070203,1345,89,1345,89,161,78,169,83,161,78,0,12,7,11,0,12
"128",14000US47021070300,1546,175,1546,175,190,85,605,108,190,85,0,12,35,36,0,12
"129",14000US47021070401,1073,55,1073,55,87,50,143,79,87,50,0,12,12,14,0,12
"130",14000US47021070402,2812,154,2812,154,67,53,378,130,67,53,0,17,0,17,0,17
"131",14000US47023970100,2670,139,2670,139,385,140,243,101,385,140,0,17,73,63,0,17
"132",14000US47023970200,1884,221,1884,221,161,85,817,147,161,85,0,17,71,64,0,17
"133",14000US47023970300,2571,132,2571,132,519,154,328,120,519,154,0,17,0,17,0,17
"134",14000US47025970100,1326,102,1326,102,166,101,294,106,166,101,0,12,27,43,0,12
"135",14000US47025970200,1455,145,1455,145,210,91,335,108,210,91,0,12,7,14,0,12
"136",14000US47025970300,1887,107,1887,107,219,107,572,129,219,107,0,12,25,40,0,12
"137",14000US47025970400,363,41,363,41,80,32,23,20,80,32,0,12,4,8,0,12
"138",14000US47025970500,1391,105,1391,105,149,100,305,105,149,100,0,12,0,12,0,12
"139",14000US47025970600,2343,105,2343,105,433,139,261,105,433,139,0,12,169,106,0,12
"140",14000US47025970700,2560,145,2560,145,171,96,881,186,171,96,0,17,0,17,0,17
"141",14000US47025970800,1791,112,1791,112,248,93,388,104,248,93,43,61,36,44,0,12
"142",14000US47025970900,2305,130,2305,130,464,135,811,169,464,135,0,12,32,40,0,12
"143",14000US47027955000,3005,84,3005,84,981,163,529,114,981,163,11,18,601,177,0,17
"144",14000US47027955100,1335,76,1335,76,320,93,130,67,320,93,0,12,67,50,0,12
"145",14000US47029920100,1918,115,1918,115,308,111,438,128,308,111,0,12,11,18,0,12
"146",14000US47029920200,2842,146,2842,146,622,185,908,222,622,185,0,17,0,17,0,17
"147",14000US47029920300,1996,117,1996,117,304,113,342,110,304,113,0,12,107,71,13,21
"148",14000US47029920400,1066,69,1066,69,322,69,93,41,322,69,0,12,178,66,0,12
"149",14000US47029920501,2669,202,2669,202,532,212,892,191,532,212,0,17,165,132,0,17
"150",14000US47029920502,2527,135,2527,135,299,113,718,188,299,113,0,17,73,91,0,17
"151",14000US47029920600,2115,202,2115,202,390,124,778,226,390,124,0,12,18,30,0,12
"152",14000US47029920700,2467,122,2467,122,763,160,460,146,763,160,0,12,337,123,0,12
"153",14000US47029980100,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
"154",14000US47031970100,1576,121,1576,121,186,108,215,97,186,108,0,12,0,12,0,12
"155",14000US47031970200,3363,179,3363,179,417,162,728,188,417,162,0,17,93,75,0,17
"156",14000US47031970300,842,50,842,50,164,57,151,53,164,57,0,12,22,27,0,12
"157",14000US47031970400,2589,127,2589,127,210,142,808,182,210,142,0,17,0,17,0,17
"158",14000US47031970500,2556,236,2556,236,276,170,826,200,276,170,0,17,114,110,0,17
"159",14000US47031970600,1775,98,1775,98,178,93,649,130,178,93,24,38,0,12,0,12
"160",14000US47031970700,1964,108,1964,108,166,98,391,129,166,98,0,12,0,12,0,12
"161",14000US47031970801,1900,114,1900,114,254,129,774,153,254,129,27,43,24,37,0,12
"162",14000US47031970802,2680,131,2680,131,175,144,268,135,175,144,0,17,30,51,0,17
"163",14000US47031970900,2042,121,2042,121,240,113,1074,188,240,113,0,12,0,12,0,12
"164",14000US47031971000,2779,152,2779,152,158,135,1015,232,158,135,0,17,0,17,0,17
"165",14000US47031980100,4,7,4,7,0,12,0,12,0,12,0,12,0,12,0,12
"166",14000US47033961000,973,66,973,66,137,52,136,39,137,52,0,12,2,3,0,12
"167",14000US47033961100,1861,100,1861,100,256,96,477,107,256,96,0,12,0,12,0,12
"168",14000US47033961200,787,67,787,67,90,44,147,46,90,44,0,12,18,15,0,12
"169",14000US47033961300,1149,90,1149,90,199,64,236,58,199,64,0,12,45,35,0,12
"170",14000US47033961400,1644,98,1644,98,241,79,565,112,241,79,14,22,7,11,0,12
"171",14000US47035970101,2511,130,2511,130,272,149,333,145,272,149,0,12,53,59,0,12
"172",14000US47035970102,3588,138,3588,138,590,186,283,137,590,186,0,17,369,161,0,17
"173",14000US47035970200,3023,116,3023,116,171,142,524,182,171,142,0,17,58,92,0,17
"174",14000US47035970301,1382,83,1382,83,224,93,146,55,224,93,0,12,0,12,0,12
"175",14000US47035970302,2101,110,2101,110,390,110,281,104,390,110,30,39,51,38,0,12
"176",14000US47035970400,3118,171,3118,171,380,189,1450,255,380,189,0,17,0,17,0,17
"177",14000US47035970501,1283,90,1283,90,137,80,371,128,137,80,0,12,57,64,0,12
"178",14000US47035970502,1935,171,1935,171,242,110,923,164,242,110,0,12,28,46,0,12
"179",14000US47035970601,2415,128,2415,128,158,100,541,203,158,100,0,17,25,40,0,17
"180",14000US47035970602,1918,98,1918,98,217,79,215,87,217,79,0,12,111,53,0,12
"181",14000US47035970603,990,67,990,67,121,61,137,61,121,61,3,9,33,33,0,12
"182",14000US47035970701,1196,61,1196,61,247,68,127,49,247,68,0,12,157,56,0,12
"183",14000US47035970702,2214,183,2214,183,364,204,209,92,364,204,0,12,159,149,0,12
"184",14000US47035970800,2040,110,2040,110,400,104,250,84,400,104,2,3,127,80,0,12
"185",14000US47037010103,1022,43,1022,43,32,33,117,50,32,33,0,12,0,12,0,12
"186",14000US47037010104,1382,64,1382,64,161,71,246,99,161,71,0,12,0,12,0,12
"187",14000US47037010105,1958,68,1958,68,98,62,234,83,98,62,0,12,8,13,0,12
"188",14000US47037010106,1186,53,1186,53,34,38,267,77,34,38,0,12,0,12,0,12
"189",14000US47037010201,1826,67,1826,67,95,72,375,116,95,72,0,12,0,12,0,12
"190",14000US47037010202,1785,74,1785,74,173,103,293,94,173,103,0,12,0,12,0,12
"191",14000US47037010301,1554,119,1554,119,61,67,582,155,61,67,0,12,0,12,0,12
"192",14000US47037010302,933,72,933,72,92,63,442,85,92,63,0,12,0,12,0,12
"193",14000US47037010303,2465,167,2465,167,159,135,1452,177,159,135,0,17,0,17,0,17
"194",14000US47037010401,2256,122,2256,122,399,172,1067,192,399,172,31,52,0,17,0,17
"195",14000US47037010402,2817,93,2817,93,221,147,1913,229,221,147,74,94,0,17,0,17
"196",14000US47037010501,2544,136,2544,136,249,142,901,223,249,142,0,17,0,17,0,17
"197",14000US47037010502,2238,115,2238,115,67,75,502,141,67,75,0,17,44,69,0,17
"198",14000US47037010601,2333,108,2333,108,136,99,782,230,136,99,35,57,0,17,0,17
"199",14000US47037010602,1427,59,1427,59,5,21,612,144,5,21,0,12,0,12,0,12
"200",14000US47037010701,2138,84,2138,84,300,130,1266,176,300,130,48,53,0,12,0,12
"201",14000US47037010702,1902,60,1902,60,273,100,1470,124,273,100,20,32,0,12,0,12
"202",14000US47037010801,2516,81,2516,81,162,123,1163,173,162,123,39,64,0,17,0,17
"203",14000US47037010802,1633,76,1633,76,174,95,523,123,174,95,28,44,0,12,0,12
"204",14000US47037010901,1425,48,1425,48,194,87,409,100,194,87,19,32,44,47,0,12
"205",14000US47037010903,2357,105,2357,105,196,118,1031,181,196,118,76,69,0,17,0,17
"206",14000US47037010904,1472,47,1472,47,28,33,761,119,28,33,0,12,0,12,0,12
"207",14000US47037011001,2589,141,2589,141,289,149,1180,207,289,149,46,56,74,82,0,17
"208",14000US47037011002,1202,65,1202,65,110,76,472,96,110,76,25,41,23,37,0,12
"209",14000US47037011100,1808,90,1808,90,88,71,388,91,88,71,0,12,8,11,0,12
"210",14000US47037011200,2118,96,2118,96,277,135,621,140,277,135,26,30,35,52,0,12
"211",14000US47037011300,2400,152,2400,152,281,156,851,202,281,156,0,17,92,92,0,17
"212",14000US47037011400,2457,130,2457,130,383,198,925,226,383,198,0,12,0,12,0,12
"213",14000US47037011500,1829,50,1829,50,70,68,435,111,70,68,0,12,9,14,0,12
"214",14000US47037011600,2444,103,2444,103,125,96,659,193,125,96,0,12,12,20,0,12
"215",14000US47037011700,2737,141,2737,141,325,186,1019,256,325,186,18,29,0,17,0,17
"216",14000US47037011800,1242,58,1242,58,179,87,519,147,179,87,22,35,8,14,0,12
"217",14000US47037011900,1512,100,1512,100,306,103,857,146,306,103,50,53,30,48,0,12
"218",14000US47037012100,1266,89,1266,89,174,96,300,99,174,96,0,12,40,66,0,12
"219",14000US47037012200,1195,51,1195,51,269,100,223,78,269,100,0,12,32,36,0,12
"220",14000US47037012600,941,54,941,54,166,83,363,97,166,83,0,12,6,9,0,12
"221",14000US47037012701,2563,131,2563,131,106,108,989,239,106,108,45,73,0,17,0,17
"222",14000US47037012702,1171,71,1171,71,161,87,413,123,161,87,0,12,33,51,0,12
"223",14000US47037012801,2476,104,2476,104,241,130,920,249,241,130,0,17,0,17,0,17
"224",14000US47037012802,1354,61,1354,61,72,57,455,133,72,57,0,12,0,12,0,12
"225",14000US47037013000,18,23,18,23,14,22,4,6,14,22,14,22,0,12,0,12
"226",14000US47037013100,1092,63,1092,63,120,65,208,75,120,65,0,12,0,12,0,12
"227",14000US47037013201,1363,28,1363,28,106,76,393,94,106,76,0,12,30,47,0,12
"228",14000US47037013202,1523,95,1523,95,125,70,480,131,125,70,21,33,0,12,0,12
"229",14000US47037013300,2094,158,2094,158,155,111,756,184,155,111,31,51,0,12,0,12
"230",14000US47037013400,2256,81,2256,81,76,78,905,135,76,78,0,12,15,24,0,12
"231",14000US47037013500,1175,86,1175,86,57,41,685,98,57,41,0,12,5,9,0,12
"232",14000US47037013601,1595,56,1595,56,130,78,1185,116,130,78,18,29,0,12,0,12
"233",14000US47037013602,126,44,126,44,32,29,64,43,32,29,0,12,0,12,0,12
"234",14000US47037013700,3144,228,3144,228,227,157,2130,303,227,157,0,17,90,89,0,17
"235",14000US47037013800,767,53,767,53,26,28,445,76,26,28,0,12,0,12,0,12
"236",14000US47037013900,832,58,832,58,172,70,446,89,172,70,0,12,0,12,0,12
"237",14000US47037014200,857,93,857,93,198,75,577,83,198,75,0,12,0,12,0,12
"238",14000US47037014300,999,62,999,62,215,57,605,74,215,57,0,12,0,12,0,12
"239",14000US47037014400,1257,82,1257,82,105,58,1127,100,105,58,10,15,10,16,0,12
"240",14000US47037014800,1201,95,1201,95,53,59,1069,123,53,59,0,12,0,12,0,12
"241",14000US47037015100,1927,64,1927,64,190,102,611,149,190,102,30,48,58,62,0,12
"242",14000US47037015200,1271,43,1271,43,118,72,376,105,118,72,0,12,44,52,0,12
"243",14000US47037015300,2852,79,2852,79,138,101,486,183,138,101,0,17,0,17,0,17
"244",14000US47037015401,2544,53,2544,53,56,85,419,153,56,85,0,17,0,17,0,17
"245",14000US47037015402,1955,39,1955,39,154,88,612,120,154,88,0,12,0,12,0,12
"246",14000US47037015404,1536,69,1536,69,284,108,555,100,284,108,19,29,0,12,0,12
"247",14000US47037015405,2071,50,2071,50,115,78,676,115,115,78,0,12,0,12,0,12
"248",14000US47037015501,1732,81,1732,81,103,86,1014,119,103,86,0,12,0,12,0,12
"249",14000US47037015502,1996,68,1996,68,118,63,825,145,118,63,23,37,20,33,0,12
"250",14000US47037015609,2748,74,2748,74,272,141,1490,184,272,141,0,12,91,105,0,12
"251",14000US47037015610,4314,96,4314,96,269,149,1854,242,269,149,102,103,0,17,0,17
"252",14000US47037015612,3574,144,3574,144,432,227,1787,319,432,227,236,186,25,44,0,17
"253",14000US47037015613,1663,87,1663,87,156,105,937,143,156,105,68,72,10,15,0,17
"254",14000US47037015614,1652,47,1652,47,108,73,692,124,108,73,23,36,0,12,0,12
"255",14000US47037015615,1642,58,1642,58,80,54,652,157,80,54,10,16,0,17,0,17
"256",14000US47037015617,1087,45,1087,45,79,59,186,60,79,59,0,12,0,12,0,12
"257",14000US47037015618,2541,124,2541,124,98,87,773,155,98,87,0,17,35,57,0,17
"258",14000US47037015619,1966,39,1966,39,157,123,224,104,157,123,0,17,0,17,0,17
"259",14000US47037015620,2847,112,2847,112,99,98,779,192,99,98,0,17,0,17,0,17
"260",14000US47037015622,1668,65,1668,65,50,54,517,153,50,54,0,12,0,12,0,12
"261",14000US47037015623,2609,115,2609,115,180,133,1168,217,180,133,0,17,0,17,0,17
"262",14000US47037015624,2573,93,2573,93,150,108,1343,227,150,108,81,89,0,17,0,17
"263",14000US47037015625,2596,102,2596,102,89,98,984,228,89,98,0,17,0,17,0,17
"264",14000US47037015626,2970,112,2970,112,233,165,2018,218,233,165,0,17,0,17,0,17
"265",14000US47037015627,1044,38,1044,38,78,44,168,58,78,44,0,12,0,12,0,12
"266",14000US47037015628,1878,107,1878,107,185,97,1455,142,185,97,56,49,0,12,15,24
"267",14000US47037015629,2879,124,2879,124,85,85,2048,232,85,85,0,17,0,17,0,17
"268",14000US47037015630,1943,96,1943,96,82,85,741,138,82,85,0,12,0,12,0,12
"269",14000US47037015631,4399,183,4399,183,425,187,959,265,425,187,0,19,18,29,0,19
"270",14000US47037015700,597,24,597,24,34,32,144,54,34,32,0,12,4,7,0,12
"271",14000US47037015802,2882,115,2882,115,333,151,1747,193,333,151,35,56,0,17,0,17
"272",14000US47037015803,1142,48,1142,48,203,81,891,92,203,81,22,23,0,12,0,12
"273",14000US47037015804,2094,86,2094,86,219,96,1425,158,219,96,45,54,26,42,0,12
"274",14000US47037015900,1316,62,1316,62,211,105,921,117,211,105,28,45,0,12,0,12
"275",14000US47037016000,609,60,609,60,83,43,424,67,83,43,6,10,18,20,0,12
"276",14000US47037016100,1182,75,1182,75,57,30,741,104,57,30,0,12,16,17,0,12
"277",14000US47037016200,1845,112,1845,112,275,132,1113,171,275,132,0,12,36,37,0,12
"278",14000US47037016300,1430,89,1430,89,457,177,515,131,457,177,22,35,121,82,0,12
"279",14000US47037016400,1404,114,1404,114,336,133,865,142,336,133,30,43,172,102,0,12
"280",14000US47037016500,874,43,874,43,268,82,606,77,268,82,78,52,53,41,0,12
"281",14000US47037016600,2281,175,2281,175,267,170,1586,206,267,170,46,78,25,38,0,12
"282",14000US47037016700,2828,161,2828,161,374,178,965,165,374,178,36,56,140,142,0,17
"283",14000US47037016800,2549,159,2549,159,189,154,1625,211,189,154,0,12,79,95,0,12
"284",14000US47037016900,2448,80,2448,80,214,143,908,166,214,143,0,17,0,17,0,17
"285",14000US47037017000,1531,91,1531,91,388,127,501,119,388,127,23,37,158,90,0,12
"286",14000US47037017100,1972,107,1972,107,346,111,853,112,346,111,30,41,70,65,0,12
"287",14000US47037017200,743,52,743,52,97,67,308,50,97,67,6,9,16,26,0,12
"288",14000US47037017300,1309,65,1309,65,122,69,566,114,122,69,0,12,38,42,0,12
"289",14000US47037017401,997,36,997,36,77,53,529,76,77,53,13,18,0,12,0,12
"290",14000US47037017402,2666,116,2666,116,417,202,1238,241,417,202,55,89,53,85,0,17
"291",14000US47037017500,1390,39,1390,39,83,68,639,103,83,68,0,12,10,15,0,12
"292",14000US47037017701,961,48,961,48,89,54,146,49,89,54,0,12,19,28,0,12
"293",14000US47037017702,1609,86,1609,86,88,66,317,84,88,66,0,17,56,61,0,17
"294",14000US47037017800,3037,128,3037,128,339,204,1071,203,339,204,48,76,15,24,0,17
"295",14000US47037017901,2559,109,2559,109,360,182,602,156,360,182,0,12,46,75,0,12
"296",14000US47037017902,2557,86,2557,86,107,101,810,209,107,101,0,12,0,12,0,12
"297",14000US47037018000,2959,98,2959,98,460,189,748,181,460,189,49,80,0,12,0,12
"298",14000US47037018101,2490,142,2490,142,105,93,1877,181,105,93,0,17,0,17,0,17
"299",14000US47037018102,1900,64,1900,64,80,50,641,119,80,50,0,12,9,13,0,12
"300",14000US47037018201,1310,86,1310,86,30,46,187,98,30,46,0,12,0,12,0,12
"301",14000US47037018202,3797,95,3797,95,475,168,2109,187,475,168,285,147,37,59,38,60
"302",14000US47037018203,576,30,576,30,47,37,6,9,47,37,0,12,14,21,0,12
"303",14000US47037018301,3657,192,3657,192,213,158,1275,263,213,158,0,17,0,17,0,17
"304",14000US47037018302,1107,51,1107,51,36,33,88,49,36,33,0,12,0,12,0,12
"305",14000US47037018401,3699,122,3699,122,326,148,1563,239,326,148,113,81,0,17,16,26
"306",14000US47037018404,2537,94,2537,94,89,81,1382,158,89,81,0,12,47,55,0,12
"307",14000US47037018405,2001,64,2001,64,58,64,236,88,58,64,0,12,0,12,0,12
"308",14000US47037018407,1855,39,1855,39,0,17,51,29,0,17,0,17,0,17,0,17
"309",14000US47037018408,1355,25,1355,25,81,66,72,40,81,66,0,12,0,12,0,12
